,Close,Volume
2019-08-29,105.88209604629472,23572466
2019-08-30,108.10030847340721,38609879
2019-09-02,107.90217351991824,19557968
2019-09-03,110.77603632240006,15501508
2019-09-04,106.82376268986704,37847763
2019-09-05,114.14229259512554,14457684
2019-09-06,105.66444633061309,41808249
2019-09-09,120.69892766519293,38889950
2019-09-10,110.33401694989516,31981347
2019-09-11,103.02474210226137,26568906
2019-09-12,102.05817286808511,9589747
2019-09-13,109.92436347060305,39777230
2019-09-16,106.49131908127943,21681938
2019-09-17,111.27253793892986,22992838
2019-09-18,110.15990242189912,12135474
2019-09-19,107.51803071220769,48637042
2019-09-20,103.73395583580556,10596394
2019-09-23,100.47673190770382,26258425
2019-09-24,105.8987378615046,20952900
2019-09-25,112.49095895192482,12772676
2019-09-26,109.35440085924695,18406301
2019-09-27,102.12752748457115,11348533
2019-09-30,109.29174485828491,27683911
2019-10-01,110.4193833680408,11401929
2019-10-02,104.1378109436037,23849061
2019-10-03,109.38737899629355,20295854
2019-10-04,108.96881460514997,18380319
2019-10-07,103.0193080371362,36544400
2019-10-08,110.5768648151834,6303943
2019-10-09,111.643008356301,16453951
2019-10-10,114.3028983677559,40051623
2019-10-11,114.20261728998555,32099208
2019-10-14,102.08864349324818,30805505
2019-10-15,104.32867707649396,48675854
2019-10-16,111.63122964827875,12004849
2019-10-17,111.6606838872325,45786626
2019-10-18,111.70015409687886,24250723
2019-10-21,128.4192065273274,25214909
2019-10-22,112.03811831081887,47013251
2019-10-23,114.88710554843603,39692429
2019-10-24,114.00240452698684,30009512
2019-10-25,112.50998919631088,15084264
2019-10-28,107.69485514199519,29782808
2019-10-29,113.08175964438327,41824950
2019-10-30,105.43605618150947,46961405
2019-10-31,108.12692747951047,23289150
2019-11-01,106.89262381669225,42727753
2019-11-04,109.73482954037146,8899284
2019-11-05,120.90237889397442,2003171
2019-11-06,99.9940111509288,24992154
2019-11-07,112.76052708237026,49190951
2019-11-08,101.26218810105995,20677953
2019-11-11,106.96031632906576,35924917
2019-11-12,114.75661849961264,8045900
2019-11-13,109.62285211933575,19458292
2019-11-14,103.90002650608069,23089615
2019-11-15,105.69725750704114,31600479
2019-11-18,112.65453337539189,1981883
2019-11-19,105.5852388129011,2668321
2019-11-20,110.29766707531947,14296138
2019-11-21,109.41932655641587,44561742
2019-11-22,105.90736638546552,7154512
2019-11-25,119.85681354098317,27665895
2019-11-26,112.2762542502857,21536721
2019-11-27,98.94837039292977,26192630
2019-11-28,109.97165449938389,6418952
2019-11-29,105.6936430787282,5264423
2019-12-02,113.2258450928988,44816762
2019-12-03,104.96010613805744,14816653
2019-12-04,108.30600547717061,9181883
2019-12-05,111.35956661540524,16309784
2019-12-06,113.11633183681167,32927921
2019-12-09,102.73700120064959,24948053
2019-12-10,107.01492495182322,36074035
2019-12-11,106.25969197990537,28134365
2019-12-12,105.31281845362189,28670483
2019-12-13,117.34985992157443,18640619
2019-12-16,110.48871892683884,43822943
2019-12-17,102.09872950237376,23272887
2019-12-18,112.92993503829614,35533268
2019-12-19,118.8870394938248,21000738
2019-12-20,113.37239541496807,15804511
2019-12-23,100.545227673809,19994397
2019-12-24,105.65113387610121,9568438
2019-12-25,114.33532579173313,19333734
2019-12-26,104.3891484781476,12872752
2019-12-27,110.07159971064057,37213515
2019-12-30,111.64898181174091,10625105
2019-12-31,103.06279173786444,48548564
2020-01-01,107.31979496422558,22654924
2020-01-02,91.32942946541708,10935869
2020-01-03,102.33056097926885,32845012
2020-01-06,106.10480202425019,42434749
2020-01-07,101.04230316551805,42835879
2020-01-08,115.35530685728074,47979309
2020-01-09,99.95305209103928,47482054
2020-01-10,104.81254512570372,38450390
2020-01-13,107.5740016525848,30992671
2020-01-14,114.03274187776222,24853258
2020-01-15,99.55170976789421,33469247
2020-01-16,112.4500758997253,14689493
2020-01-17,106.58727381252463,2265898
2020-01-20,101.52905473214163,16918424
2020-01-21,108.64626643476676,36674971
2020-01-22,107.22888382243043,40501580
2020-01-23,103.12904617595572,37785617
2020-01-24,106.37441899088786,29899868
2020-01-27,103.99287534142816,32052238
2020-01-28,106.37984565146955,23700314
2020-01-29,109.01453293425772,45609118
2020-01-30,113.52441362403958,18262030
2020-01-31,99.29455579303348,26137138
2020-02-03,116.0369821899195,44169174
2020-02-04,95.49846126170291,31779669
2020-02-05,104.38598736949588,48189674
2020-02-06,107.97146393419709,36154340
2020-02-07,106.31877969563345,39864224
2020-02-10,101.68326763243059,36908279
2020-02-11,103.63812638766348,12018754
2020-02-12,102.09475811167287,3892478
2020-02-13,101.49304217559325,11831890
2020-02-14,108.56708302844658,48005718
2020-02-17,105.98248542498725,6949852
2020-02-18,100.61034988148559,1029725
2020-02-19,108.44956712892838,49495982
2020-02-20,105.36394097815301,10184536
2020-02-21,107.76686108845695,48766655
2020-02-24,106.72505916467487,17413806
2020-02-25,99.30558761233027,20748999
2020-02-26,100.52261440627775,37217193
2020-02-27,106.93227984313782,48963321
2020-02-28,106.11931672811501,41078991
2020-03-02,102.83399855025793,32512427
2020-03-03,103.39559831087374,34121540
2020-03-04,109.06718077650129,28705858
2020-03-05,99.59036061144843,32932864
2020-03-06,105.15255844980413,24313511
2020-03-09,101.27448142289622,28719138
2020-03-10,101.06495743000902,47683359
2020-03-11,107.51473859650737,21686655
2020-03-12,106.01502565039888,14726569
2020-03-13,105.82220691919402,6627745
2020-03-16,108.14841949472357,4911146
2020-03-17,101.5920899264183,36261449
2020-03-18,104.76258605693896,35243988
2020-03-19,99.66696983335417,12245869
2020-03-20,102.70437646390377,29391654
2020-03-23,100.29785594209278,25065754
2020-03-24,101.29838975666745,3253722
2020-03-25,103.6538727773775,2649729
2020-03-26,96.45152776359596,2116271
2020-03-27,110.86900372166897,11916876
2020-03-30,95.24133606592683,32978888
2020-03-31,94.06478184665194,32574515
2020-04-01,105.79055436750032,37653987
2020-04-02,103.82258855922409,23461013
2020-04-03,102.84917611183543,19458857
2020-04-06,102.73466020307973,48204953
2020-04-07,99.3961349560021,18443381
2020-04-08,94.83564049237789,20565579
2020-04-09,99.56561285926476,49785616
2020-04-10,95.66562022850823,48380429
2020-04-13,103.7920539656272,22253537
2020-04-14,98.04640947616784,38264820
2020-04-15,94.5196928155733,37789624
2020-04-16,96.90600007348053,28933715
2020-04-17,100.4436318124262,27906511
2020-04-20,95.42671849678928,36489522
2020-04-21,94.00095411670908,38491702
2020-04-22,99.19758172088814,7739013
2020-04-23,99.07146940939847,8089975
2020-04-24,95.17983943807866,9805586
2020-04-27,95.22773692795444,39373507
2020-04-28,98.61203213116057,45564078
2020-04-29,90.08072199495422,48719804
2020-04-30,90.15371973378741,12768963
2020-05-01,93.46927237365915,15263315
2020-05-04,95.86529884049308,49085527
2020-05-05,98.35872601046849,4868452
2020-05-06,104.05326147748515,30171429
2020-05-07,100.83773544906947,28366868
2020-05-08,95.62339239512606,9074037
2020-05-11,96.2023684662244,35867175
2020-05-12,91.15990980304097,28906918
2020-05-13,95.95586656827592,14822356
2020-05-14,94.48180894761046,44870245
2020-05-15,97.41618480652842,46677485
2020-05-18,91.54477273889694,41562875
2020-05-19,98.15686661089154,44281526
2020-05-20,103.10393178004584,44420892
2020-05-21,94.77746161826583,8303693
2020-05-22,97.21179337896115,20992066
2020-05-25,98.53689960159728,11108631
2020-05-26,92.96401973879661,45613348
2020-05-27,95.97554956437827,8983439
2020-05-28,94.80406174459354,29727993
2020-05-29,95.11656517610598,26464695
2020-06-01,90.65131779355497,42822973
2020-06-02,94.52822132798188,10546263
2020-06-03,96.78611189457473,20726497
2020-06-04,101.44345911376189,25133277
2020-06-05,98.87691080468906,35849361
2020-06-08,104.74050372162002,37059026
2020-06-09,90.03313162381006,19020510
2020-06-10,98.12801783904031,32386811
2020-06-11,94.58096096524135,42266066
2020-06-12,104.51241667870697,36969234
2020-06-15,89.42240006579753,34997463
2020-06-16,89.1671336501456,27256492
2020-06-17,90.27201624898849,16663645
2020-06-18,82.55414594601933,20567589
2020-06-19,90.45092612544185,29849268
2020-06-22,89.19156913304285,32632286
2020-06-23,93.64820995153859,8061183
2020-06-24,94.51552954126323,21064274
2020-06-25,102.09963512073712,12592111
2020-06-26,97.38447640971427,30324003
2020-06-29,89.66298253574766,1290998
2020-06-30,87.97216047749578,5855920
2020-07-01,94.84217411299795,7367712
2020-07-02,85.70138986914195,45991633
2020-07-03,101.38148228467753,8997043
2020-07-06,98.044698033697,1181360
2020-07-07,89.72662593323496,20221242
2020-07-08,83.43355730874559,20292635
2020-07-09,98.6970576303946,6532410
2020-07-10,91.28522327015784,5138286
2020-07-13,97.97901244765497,49268283
2020-07-14,83.75160319726653,12031669
2020-07-15,88.66249958220888,9333100
2020-07-16,91.62306922454191,7893728
2020-07-17,91.77109259678964,49006403
2020-07-20,89.22708392243483,19904815
2020-07-21,94.53478504524705,28391022
2020-07-22,86.02747931737686,39488026
2020-07-23,90.60067144386555,16697605
2020-07-24,91.86299492263102,29997166
2020-07-27,93.78463830433267,38937226
2020-07-28,94.72344416994149,25100710
2020-07-29,85.49710185630553,41253576
2020-07-30,83.40671931610093,42422223
2020-07-31,97.42470569057485,14099507
2020-08-03,92.65899465732781,13285500
2020-08-04,87.21818439168048,47801033
2020-08-05,98.6816765513948,28428913
2020-08-06,91.47171403276867,39844162
2020-08-07,96.75939282596258,46405132
2020-08-10,91.17222428355592,37793968
2020-08-11,101.11227226751313,34007453
2020-08-12,99.56133008480644,16341821
2020-08-13,89.51810728611785,36880565
2020-08-14,95.60131012405326,32979500
2020-08-17,93.95310369458475,44682501
2020-08-18,97.55440739193452,11538832
2020-08-19,85.87393067324105,34251322
2020-08-20,94.11839178521637,8948140
2020-08-21,95.97214677623501,6720626
2020-08-24,81.8805351108762,14654772
2020-08-25,84.75448130617343,40776146
2020-08-26,80.47350199731196,40929257
2020-08-27,89.32387976717034,39560290
2020-08-28,94.26225243553998,34422637
2020-08-31,98.19234370464235,30168537
2020-09-01,91.05945338888837,9221252
2020-09-02,98.84289547365914,37970303
2020-09-03,83.8125791670086,25774704
2020-09-04,82.2118864380273,22740617
2020-09-07,90.46922856573502,13429667
2020-09-08,92.68793153517571,37421189
2020-09-09,90.62724891199649,27502745
2020-09-10,80.47912374244757,11636547
2020-09-11,90.39885072838226,13743293
2020-09-14,84.35273683212714,40467750
2020-09-15,94.25660861147873,14487010
2020-09-16,92.77693791824879,47206264
2020-09-17,86.28279879229365,31190179
2020-09-18,88.45367508028288,45690216
2020-09-21,85.7703253607442,12416757
2020-09-22,90.79896236175463,28804333
2020-09-23,95.93662587804637,4651387
2020-09-24,86.2834417548803,28270507
2020-09-25,93.78607305129991,45470459
2020-09-28,88.67094089521781,36266104
2020-09-29,87.41688237212236,6905950
2020-09-30,90.90775007561786,4212883
2020-10-01,86.33099191850651,4028631
2020-10-02,88.80591324423507,15218200
2020-10-05,85.65438915892467,15987811
2020-10-06,101.53969352598602,28736989
2020-10-07,91.96735277955119,7423959
2020-10-08,88.37005983819736,44721579
2020-10-09,93.01893152253794,5024733
2020-10-12,91.47043532539826,22636437
2020-10-13,91.01297672684183,44357062
2020-10-14,95.27711920118573,43895286
2020-10-15,96.08500308176714,1019675
2020-10-16,89.73886125403868,26239821
2020-10-19,89.60890740238948,27133385
2020-10-20,91.2121061558511,28164495
2020-10-21,81.17986429197929,41365237
2020-10-22,85.21836447793711,31115806
2020-10-23,99.7362895049778,5464344
2020-10-26,101.23710807070356,48612108
2020-10-27,91.88019759287916,11797637
2020-10-28,96.12403158480132,13310059
2020-10-29,94.91613069549773,1566088
2020-10-30,108.87568451900805,14727532
2020-11-02,99.2033259578489,41113379
2020-11-03,93.09280744923093,11151607
2020-11-04,89.08441274610061,1658003
2020-11-05,85.962380623531,45343121
2020-11-06,95.14720735189867,1805113
2020-11-09,90.48619374655199,10322004
2020-11-10,87.2975200004073,6028035
2020-11-11,91.31954914153255,12551409
2020-11-12,89.2910834033303,21811680
2020-11-13,103.28372694648999,27769370
2020-11-16,99.40819878474726,16433222
2020-11-17,95.11490403080174,36646533
2020-11-18,102.71204104836775,40549566
2020-11-19,95.85950049975628,11347918
2020-11-20,91.32936140678503,27621905
2020-11-23,103.41731019061014,33382711
2020-11-24,98.66493018853186,7208714
2020-11-25,90.95562071699025,45106899
2020-11-26,95.36440928874605,13834263
2020-11-27,92.11504033602999,31647215
2020-11-30,89.75893740843102,13124052
2020-12-01,101.48640134322443,24119273
2020-12-02,106.58794472022272,28758455
2020-12-03,90.23613896177648,44627391
2020-12-04,100.23470250172127,44405476
2020-12-07,94.36028365145302,47389268
2020-12-08,95.37426670905441,29046417
2020-12-09,95.0470740941159,19640452
2020-12-10,93.89098865989617,28512406
2020-12-11,98.65819364022917,46516505
2020-12-14,94.46821734871108,16851428
2020-12-15,100.18536891240159,13155863
2020-12-16,98.79474024195365,44542832
2020-12-17,98.06676019056295,47417810
2020-12-18,94.94196960448399,14981528
2020-12-21,96.81693057745245,41956756
2020-12-22,103.70144822069499,25723448
2020-12-23,102.65548190523923,48847868
2020-12-24,95.49221585091453,21275624
2020-12-25,101.1084349100226,28531424
2020-12-28,104.60316822645791,46620401
2020-12-29,92.7363358193519,6403252
2020-12-30,104.03995541274847,29204739
2020-12-31,98.25248246716448,5151785
2021-01-01,104.66368772916064,47021624
2021-01-04,98.24212952338584,30489478
2021-01-05,93.28437475566413,34354320
2021-01-06,94.42405304867594,24166524
2021-01-07,103.05778072663848,38192252
2021-01-08,104.37416054077698,4284321
2021-01-11,98.81474849497367,18456057
2021-01-12,106.79265907741764,49515114
2021-01-13,95.55803299540773,23197928
2021-01-14,103.80373174360774,45882342
2021-01-15,98.3500973838537,21229717
2021-01-18,101.41958477723568,9433840
2021-01-19,105.19187373038106,16140449
2021-01-20,100.93144533033762,16463365
2021-01-21,103.59187131168592,32770093
2021-01-22,110.82974318317714,23229189
2021-01-25,103.19993102548578,14609569
2021-01-26,110.5514309742699,2379904
2021-01-27,101.01547243019374,30014857
2021-01-28,109.60650734703553,41907604
2021-01-29,114.46123976799312,2437188
2021-02-01,95.19350158769758,36210753
2021-02-02,103.86797898963725,35093077
2021-02-03,111.04093715198297,27737775
2021-02-04,107.44584699884228,17374601
2021-02-05,110.62466274556132,40387233
2021-02-08,106.05921458487278,12218063
2021-02-09,109.82462972106934,24689071
2021-02-10,108.92815321623924,31224818
2021-02-11,115.86261165867374,45446332
2021-02-12,111.61525566126964,41104523
2021-02-15,112.35288756378348,25567790
2021-02-16,108.9294693116753,11999077
2021-02-17,108.87704414741457,41925115
2021-02-18,109.48073063901381,27263177
2021-02-19,113.94643752677383,40993954
2021-02-22,110.20210211044088,22825215
2021-02-23,114.09092229441998,22595966
2021-02-24,123.35623442508368,38026182
2021-02-25,117.67417822775046,37319763
2021-02-26,112.02988591669154,9976766
2021-03-01,120.00962917757475,37185155
2021-03-02,112.30882815155738,29997485
2021-03-03,104.5062993957303,18642355
2021-03-04,110.00626112900605,17152789
2021-03-05,106.0445390087236,10967246
2021-03-08,113.9947540144459,8543159
2021-03-09,116.20023442689046,6384935
2021-03-10,124.8481296634773,13155092
2021-03-11,118.46034103249715,15514254
2021-03-12,116.09190390510942,20678933
2021-03-15,121.69805881765032,24063155
2021-03-16,106.86088118108603,49118363
2021-03-17,119.46204008091102,24593741
2021-03-18,122.50756569708743,19988954
2021-03-19,111.63142375927168,40247228
2021-03-22,125.1160630670125,3639929
2021-03-23,121.46451496334089,4133211
2021-03-24,118.07211508576907,28434009
2021-03-25,123.6907466466946,48698800
2021-03-26,132.26032431100134,25217665
2021-03-29,122.19793299986156,12616152
2021-03-30,122.91314414764365,2726199
2021-03-31,119.76035263353778,47413053
2021-04-01,118.194706101393,13756935
2021-04-02,126.984011076468,6071915
2021-04-05,118.94192831028222,33005216
2021-04-06,123.97178349690554,1443945
2021-04-07,121.61883724911435,7310114
2021-04-08,126.79674081564931,3276787
2021-04-09,126.46639203638986,42245272
2021-04-12,130.38352111915606,30018490
2021-04-13,123.04495666288479,24278769
2021-04-14,124.64633578067205,43893202
2021-04-15,121.50399525312527,16342276
2021-04-16,124.57985938275486,49754994
2021-04-19,129.09272524614113,35829066
2021-04-20,131.3974248504466,3755063
2021-04-21,123.4092525365204,34091145
2021-04-22,132.7770209430818,2228807
2021-04-23,135.6173838856493,26288599
2021-04-26,131.31783956981266,33134440
2021-04-27,139.04735782294293,47457316
2021-04-28,126.20836563141606,42156180
2021-04-29,124.26916594019532,5463158
2021-04-30,122.01513669682836,9803208
2021-05-03,138.80640422119842,23958638
2021-05-04,135.01657738231006,36823502
2021-05-05,131.88648926956787,38967791
2021-05-06,133.98499163661856,28199725
2021-05-07,127.37948667768485,8640167
2021-05-10,145.65849782333444,20608785
2021-05-11,134.49964742680885,8322153
2021-05-12,134.82529154829857,44391803
2021-05-13,138.33287401550803,37073939
2021-05-14,137.53573234560852,48009221
2021-05-17,136.67764819155113,43023297
2021-05-18,132.034268807366,19303750
2021-05-19,138.7732414739034,18601359
2021-05-20,146.25610074288298,17001900
2021-05-21,144.00395133553252,29180762
2021-05-24,145.6744255837201,49445041
2021-05-25,135.58479807383023,31284261
2021-05-26,133.6259531090671,1371616
2021-05-27,138.37883413579746,19737371
2021-05-28,139.72084955373793,10163766
2021-05-31,145.3482774674807,19546183
2021-06-01,131.85070407367851,15451300
2021-06-02,148.3970724115622,34833647
2021-06-03,140.3961348843925,3843236
2021-06-04,139.4891562357396,13126467
2021-06-07,137.00093418710722,8379933
2021-06-08,134.2255480292251,26439173
2021-06-09,147.0545140135418,23931189
2021-06-10,143.7445085055056,32853087
2021-06-11,137.36777306822864,36515016
2021-06-14,137.7822173391414,29898827
2021-06-15,143.01906944950542,24000970
2021-06-16,153.4838037793581,23362925
2021-06-17,144.28173738014112,31781302
2021-06-18,138.505245421769,18355904
2021-06-21,145.23375224804738,5226156
2021-06-22,145.54057167352678,28640477
2021-06-23,133.86166605604228,42537804
2021-06-24,147.51669568592965,46145249
2021-06-25,147.0757023041626,42682179
2021-06-28,152.15371908205242,30754469
2021-06-29,158.35986056878605,48384057
2021-06-30,155.19035177089054,25114910
2021-07-01,148.65555654722587,26698550
2021-07-02,144.90984383313994,21729471
2021-07-05,163.75171892218998,3592536
2021-07-06,151.6234049120871,45918675
2021-07-07,151.83927150435875,29466841
2021-07-08,152.09120454593128,6504381
2021-07-09,153.64432453308913,18296381
2021-07-12,152.3740084181152,21218082
2021-07-13,150.66922239712173,38432795
2021-07-14,151.24474510643856,29190067
2021-07-15,154.25653951196085,41990129
2021-07-16,152.14417999142003,6898885
2021-07-19,151.73777814065812,31570706
2021-07-20,156.27453993900002,42156155
2021-07-21,154.90753634596183,8946155
2021-07-22,164.14204627334988,16850872
2021-07-23,143.8064898643028,11384778
2021-07-26,162.9577028710584,46831617
2021-07-27,164.16896989908014,40242670
2021-07-28,148.0094872524826,48428971
2021-07-29,157.10038765231084,27371947
2021-07-30,157.39347485576192,7703560
2021-08-02,152.64941430415828,19562775
2021-08-03,156.2335966869197,43251489
2021-08-04,155.00489578037642,30012949
2021-08-05,169.7535834808224,1533634
2021-08-06,166.10441475537732,21709963
2021-08-09,168.21689901898466,31421467
2021-08-10,165.89986786969308,43133277
2021-08-11,157.07789003915624,9102873
2021-08-12,160.5314204080933,43799087
2021-08-13,166.0309731179162,39178068
2021-08-16,157.9027198709477,16325339
2021-08-17,168.0067640807065,39888665
2021-08-18,163.66768682228437,30581501
2021-08-19,163.42185506623744,2406368
2021-08-20,169.2764822657434,24618516
2021-08-23,168.3677750404975,6785267
2021-08-24,164.76543124565427,19001960
2021-08-25,172.78971710264457,23747442
2021-08-26,162.0095348569811,17150865
2021-08-27,170.91526541060117,19908234
2021-08-30,171.2207571893022,46194168
2021-08-31,167.12608513967754,38043861
2021-09-01,170.72192716986086,16866128
2021-09-02,163.2519926613211,41032875
2021-09-03,174.5428234691006,11897034
2021-09-06,169.41211055763245,45474126
2021-09-07,168.1357198437107,18071962
2021-09-08,176.40585153755993,40265186
2021-09-09,168.0492902047327,6432019
2021-09-10,164.93761436077372,22130108
2021-09-13,164.60437236516066,19479375
2021-09-14,175.82382697581133,11392034
2021-09-15,166.79652755438323,17394487
2021-09-16,182.376157077885,31671003
2021-09-17,163.5946425034425,43066990
2021-09-20,182.8872431842917,13912550
2021-09-21,175.85926593814654,47737861
2021-09-22,174.7183529306929,37204667
2021-09-23,172.8735628790379,32643648
2021-09-24,177.98855608882042,39294471
2021-09-27,176.19787417706718,44683574
2021-09-28,182.29416197025608,10693374
2021-09-29,177.73880624956345,29563971
2021-09-30,178.30758085859244,31114233
2021-10-01,176.12478180769173,37230949
2021-10-04,178.0432306652527,5307086
2021-10-05,180.2504071198912,41885438
2021-10-06,170.54229801473755,26793044
2021-10-07,172.73223557330826,9329442
2021-10-08,183.5677658148405,31371444
2021-10-11,181.08229426477092,9831924
2021-10-12,179.68279046725874,40722995
2021-10-13,181.0678146771561,4456653
2021-10-14,183.08466879915576,2888806
2021-10-15,179.01723430808502,46187464
2021-10-18,178.191918646863,31912354
2021-10-19,183.42819536375552,38516108
2021-10-20,177.9207295627711,36314894
2021-10-21,185.21555961489602,45181713
2021-10-22,175.02113887670995,44566194
2021-10-25,189.0376356556855,5058848
2021-10-26,186.6106659774128,1809178
